transaction_id,transaction_date,employee_id,vendor_id,expense_type,amount,payment_method,approval_status
274,2025-01-08,102,10,Meals,-1200.0,Card,Approved
275,11/04/2023,104,14,travel expense,0.0,card,Rejected
276,2029-11-15,101,10,Software Subscription,102207.0,UPI,Rejected
277,2029-11-15,100,12,IT Supplies,0.0,CASH,
278,31/02/2024,999,13,meal,-1200.0,UPI,approved
279,25/12/2022,999,13,Software Subscription,,CASH,Approved
280,2023-12-24,102,13,travel expense,,card,approved
281,2029-11-15,105,10,Travel,-1200.0,UPI,Pending
282,2024-07-10,104,10,IT Supplies,,Bank Transfer,approved
283,2021-03-22,102,12,Software Subscription,,Card,Rejected
284,2023-11-19,103,14,meal,0.0,Bank Transfer,Approved
285,31/02/2024,103,14,IT Supplies,0.0,Card,Rejected
286,2029-11-15,104,888,meal,58395.0,card,Rejected
287,2029-11-15,104,12,meal,125567.0,CASH,Approved
288,15/11/2022,101,14,meal,100746.0,Card,Pending
289,01/11/2025,102,14,IT Supplies,-1200.0,CASH,approved
290,2022-08-29,101,14,Travel,-1200.0,Bank Transfer,Approved
291,2029-11-15,102,888,Travel,0.0,card,
292,31/02/2024,101,888,travel expense,-1200.0,UPI,Approved
293,2029-11-15,102,888,Software Subscription,0.0,Bank Transfer,Approved
294,2021-01-09,103,13,meal,39525.0,CASH,Rejected
295,2029-11-15,999,13,Software Subscription,-1200.0,CASH,Pending
296,2029-11-15,105,12,Travel,206627.0,Bank Transfer,
297,31/02/2024,999,11,Meals,151146.0,UPI,approved
298,31/02/2024,102,14,travel expense,0.0,Bank Transfer,Approved
299,31/02/2024,104,13,IT Supplies,-1200.0,UPI,Rejected
300,2029-11-15,103,13,IT Supplies,-1200.0,Bank Transfer,Approved
301,20/05/2021,100,13,IT Supplies,131610.0,UPI,Rejected
302,2029-11-15,103,13,Meals,-1200.0,UPI,Approved
303,31/02/2024,102,10,IT Supplies,0.0,Card,Pending
304,2029-11-15,105,11,meal,0.0,UPI,approved
305,2023-04-25,105,14,meal,-1200.0,UPI,Approved
306,2024-11-17,999,10,IT Supplies,,CASH,
307,2025-09-21,105,10,travel expense,46226.0,UPI,Rejected
308,20/11/2025,104,11,Meals,,card,approved
309,2023-11-28,100,10,Travel,45004.0,Bank Transfer,Rejected
310,2023-06-01,105,10,Software Subscription,-1200.0,card,approved
311,19/07/2022,100,12,Software Subscription,,CASH,approved
312,2029-11-15,100,10,travel expense,233749.0,UPI,Approved
313,22/04/2021,101,11,Travel,0.0,CASH,Approved
314,2029-11-15,102,13,meal,66351.0,Card,approved
315,10/03/2023,103,12,Meals,229756.0,Card,approved
316,22/12/2021,102,13,travel expense,-1200.0,Bank Transfer,Rejected
317,31/02/2024,104,13,IT Supplies,,Card,
318,21/12/2022,103,11,Meals,-1200.0,card,
319,2021-03-13,102,11,travel expense,0.0,Card,approved
320,21/01/2024,104,13,Meals,0.0,card,Pending
321,2029-11-15,103,888,meal,-1200.0,Bank Transfer,Rejected
322,2029-11-15,105,11,Software Subscription,68656.0,UPI,Pending
323,2029-11-15,104,14,travel expense,,UPI,Approved
324,31/02/2024,105,13,Travel,0.0,CASH,Approved
325,2023-03-10,105,11,travel expense,0.0,Card,Approved
326,31/02/2024,101,10,Software Subscription,,card,Pending
327,2029-11-15,102,12,Meals,221644.0,card,Pending
328,31/02/2024,105,888,Software Subscription,92425.0,Card,
329,2029-11-15,102,888,Travel,-1200.0,Card,Pending
330,12/02/2025,105,888,Travel,,UPI,approved
331,31/02/2024,101,13,Software Subscription,-1200.0,card,Rejected
332,2029-11-15,105,14,IT Supplies,242964.0,UPI,Pending
333,31/02/2024,100,14,meal,,card,Approved
334,31/02/2024,101,12,Software Subscription,,Bank Transfer,
335,14/06/2024,102,14,Travel,91797.0,Bank Transfer,Pending
336,2029-11-15,104,10,Software Subscription,0.0,Bank Transfer,Rejected
337,13/05/2025,103,11,Travel,-1200.0,card,Rejected
338,19/05/2025,104,12,travel expense,0.0,CASH,Pending
339,09/07/2021,105,12,travel expense,36096.0,Bank Transfer,approved
340,2024-12-16,104,888,Meals,-1200.0,CASH,approved
341,18/10/2021,102,888,Travel,144023.0,card,approved
342,2029-11-15,999,11,Travel,-1200.0,Card,Pending
343,2023-09-24,100,12,IT Supplies,,CASH,
344,31/02/2024,103,13,meal,-1200.0,card,Rejected
345,2021-05-28,103,13,Travel,-1200.0,UPI,Pending
346,2029-11-15,103,13,travel expense,-1200.0,Card,Pending
347,31/02/2024,105,14,Software Subscription,-1200.0,card,Approved
348,2021-10-11,100,13,travel expense,-1200.0,card,Rejected
349,28/10/2024,100,888,IT Supplies,-1200.0,Bank Transfer,approved
350,31/02/2024,102,11,IT Supplies,-1200.0,CASH,approved
351,2021-04-29,104,888,Software Subscription,,card,
352,21/10/2023,102,14,meal,,card,approved
353,2029-11-15,105,13,Travel,10770.0,Bank Transfer,approved
354,31/02/2024,100,10,meal,224519.0,card,Pending
355,2021-05-28,104,888,Meals,-1200.0,Card,
356,26/09/2024,105,11,Meals,,Bank Transfer,Rejected
357,14/12/2022,103,10,meal,85154.0,Bank Transfer,Rejected
358,08/11/2025,103,14,meal,,CASH,Rejected
359,2029-11-15,102,13,Software Subscription,0.0,CASH,Pending
360,2023-12-23,999,11,travel expense,178212.0,Card,approved
361,31/02/2024,104,14,Meals,0.0,UPI,
362,2023-03-23,101,11,travel expense,,card,Pending
363,14/07/2021,104,888,IT Supplies,186185.0,card,Rejected
364,2023-07-28,105,14,meal,,Bank Transfer,Approved
365,20/06/2023,999,14,meal,,UPI,Approved
366,2029-11-15,104,11,travel expense,147895.0,Card,approved
367,2023-02-04,103,11,Travel,,Card,Rejected
368,31/02/2024,100,888,travel expense,,UPI,approved
369,31/02/2024,101,12,Software Subscription,-1200.0,Card,Pending
370,31/02/2024,104,888,meal,-1200.0,Bank Transfer,Approved
371,31/02/2024,100,12,meal,,Card,approved
372,27/12/2022,105,13,Travel,220019.0,Card,Approved
373,2023-09-27,999,12,travel expense,-1200.0,Bank Transfer,approved
374,31/02/2024,104,888,IT Supplies,249013.0,Card,Approved
375,2029-11-15,104,13,Travel,,Card,approved
376,2029-11-15,999,13,travel expense,181944.0,Bank Transfer,approved
377,2025-11-23,102,12,meal,-1200.0,card,Rejected
378,31/03/2021,101,12,Software Subscription,-1200.0,UPI,
379,31/02/2024,100,12,meal,-1200.0,card,Approved
380,2022-05-25,105,11,Software Subscription,0.0,CASH,
381,31/02/2024,102,14,meal,0.0,Card,Rejected
382,15/07/2021,999,13,Software Subscription,,CASH,Pending
383,17/06/2025,999,11,Software Subscription,-1200.0,CASH,Pending
384,14/10/2025,102,14,Software Subscription,-1200.0,Card,Pending
385,2029-11-15,104,12,travel expense,0.0,CASH,approved
386,2021-10-05,999,888,Meals,106463.0,Bank Transfer,Rejected
387,12/09/2022,104,10,travel expense,-1200.0,CASH,Rejected
388,31/02/2024,100,11,meal,,UPI,approved
389,31/02/2024,103,12,Software Subscription,,Bank Transfer,Pending
390,31/02/2024,104,10,travel expense,-1200.0,card,Approved
391,2029-11-15,103,11,meal,,card,approved
392,27/04/2021,104,10,Travel,-1200.0,card,Approved
393,2022-01-21,105,12,Travel,-1200.0,CASH,Approved
394,2029-11-15,104,888,IT Supplies,,Bank Transfer,Approved
395,31/02/2024,999,13,meal,-1200.0,Bank Transfer,Approved
396,31/02/2024,100,13,meal,-1200.0,card,Approved
397,16/11/2021,101,14,Travel,-1200.0,Bank Transfer,Pending
398,24/10/2024,105,14,meal,0.0,UPI,Pending
399,2029-11-15,999,10,Software Subscription,81368.0,UPI,Pending
400,31/02/2024,101,12,Travel,146610.0,Card,Pending
401,11/07/2024,103,10,Travel,0.0,Card,Approved
402,25/10/2023,104,11,IT Supplies,-1200.0,card,approved
403,19/02/2025,104,10,IT Supplies,0.0,Bank Transfer,
404,31/02/2024,999,13,Meals,-1200.0,Card,Approved
405,2024-09-13,100,888,Meals,-1200.0,Card,approved
406,2029-11-15,103,888,Software Subscription,0.0,Card,Pending
407,2029-11-15,101,11,IT Supplies,-1200.0,Bank Transfer,Pending
408,19/10/2023,104,11,Meals,-1200.0,card,Pending
409,31/02/2024,100,13,travel expense,-1200.0,UPI,Rejected
410,2023-07-17,999,11,Software Subscription,,Bank Transfer,approved
411,05/11/2025,102,888,Travel,,card,Approved
412,12/09/2022,104,888,IT Supplies,0.0,Bank Transfer,
413,31/02/2024,105,888,Software Subscription,-1200.0,Card,Rejected
414,2022-04-26,100,11,meal,0.0,UPI,
415,2024-12-01,100,12,Travel,,Card,
416,2029-11-15,100,11,travel expense,0.0,UPI,Rejected
417,31/02/2024,999,13,Travel,0.0,card,Approved
418,11/12/2024,100,12,IT Supplies,,card,Rejected
419,31/02/2024,102,10,IT Supplies,,Bank Transfer,Rejected
420,31/02/2024,105,13,Software Subscription,-1200.0,Bank Transfer,
421,2029-11-15,103,11,Meals,199780.0,Bank Transfer,approved
422,11/01/2021,104,14,IT Supplies,182140.0,card,approved
423,2024-09-20,999,14,Travel,,Bank Transfer,Rejected
424,2029-11-15,104,888,IT Supplies,,Bank Transfer,
425,2029-11-15,101,888,Software Subscription,228217.0,CASH,Approved
426,31/02/2024,104,888,Software Subscription,-1200.0,Card,Rejected
427,31/02/2024,102,13,Software Subscription,91467.0,UPI,approved
428,31/02/2024,104,11,meal,-1200.0,card,approved
429,2029-11-15,101,888,Software Subscription,,CASH,
430,2029-11-15,100,13,travel expense,-1200.0,Bank Transfer,Approved
431,31/02/2024,103,888,Travel,72393.0,CASH,
432,2029-11-15,105,13,Software Subscription,0.0,UPI,approved
433,25/10/2024,102,13,meal,0.0,UPI,Pending
434,2029-11-15,102,10,meal,,UPI,Pending
435,24/04/2024,102,888,meal,-1200.0,CASH,approved
436,2029-11-15,100,14,Software Subscription,,card,approved
437,31/02/2024,104,12,Travel,188363.0,Bank Transfer,Pending
438,31/02/2024,103,13,Software Subscription,-1200.0,CASH,approved
439,07/10/2025,104,11,Software Subscription,-1200.0,Card,approved
440,2022-11-06,100,13,Meals,103390.0,Bank Transfer,Approved
441,2029-11-15,103,888,Meals,109061.0,card,Approved
442,2029-11-15,101,14,Travel,0.0,card,
443,31/02/2024,104,12,Meals,202118.0,Card,Approved
444,2022-03-29,104,10,Travel,,card,Rejected
445,23/04/2021,105,12,Meals,,UPI,
446,10/04/2024,103,10,Software Subscription,-1200.0,CASH,approved
447,13/01/2021,104,12,meal,,CASH,
448,31/02/2024,104,13,meal,232506.0,Card,Pending
449,2029-11-15,999,13,meal,-1200.0,card,approved
450,31/02/2024,103,888,Meals,0.0,CASH,Pending
451,2022-02-15,105,12,Travel,,Bank Transfer,Rejected
452,2025-08-14,102,11,Meals,0.0,card,Rejected
453,2029-11-15,105,13,travel expense,0.0,Card,approved
454,2023-06-08,100,11,Travel,213762.0,card,Approved
455,24/02/2024,103,11,Software Subscription,-1200.0,card,Rejected
456,22/11/2021,999,888,travel expense,,Bank Transfer,Approved
457,2022-02-17,100,13,travel expense,-1200.0,Bank Transfer,
458,2021-11-14,105,11,Travel,42280.0,CASH,approved
459,31/02/2024,105,14,Software Subscription,-1200.0,CASH,Pending
460,19/09/2025,101,888,travel expense,,CASH,
461,31/02/2024,101,888,meal,,card,
462,31/01/2025,103,12,Software Subscription,,Card,Pending
463,08/09/2024,105,14,meal,-1200.0,Bank Transfer,Pending
464,2029-11-15,100,11,Meals,-1200.0,UPI,Rejected
465,2024-01-13,101,11,Meals,0.0,UPI,Pending
466,2021-03-08,100,12,travel expense,0.0,CASH,Approved
467,31/02/2024,103,13,travel expense,-1200.0,card,Approved
468,31/02/2024,999,10,Software Subscription,146884.0,Card,Rejected
469,02/06/2025,104,13,Meals,,Card,Rejected
470,2029-11-15,105,888,travel expense,-1200.0,Card,Pending
471,20/09/2024,102,11,Software Subscription,,CASH,Approved
